,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
471195,471196,B003TM02HM,A2DPYMNI2HCIOI,Angela Evans,0,0,5,1323561600,very good rice -- dress it up or eat it as is,"I love Near East products.  Their rice pilaf and <a href=""http://www.amazon.com/gp/product/B000GZY8W0"">Near East Original Couscous Mix, 10-Ounce Boxes (Pack of 12)</a> are amazing. I like to pair this rice with sauteed green beans or broccoli and soup.  I also occasionally top this rice with sauteed teriyaki mushrooms and seiten.  When cooked, a box of this rice provides at least three generous sized portions.  When paired with other items, you've got a great meal.<br /><br />At the time of this review, Amazon did not list the product ingredients.  Here they are: parboiled long grain rice, orzo, salt, yeast extract, onions, garlic, tumeric.<br /><br />The orzo adds some contrasting texture to the long grain rice.  The turmeric adds a bit of color that is visually appealing.  The spices are perfect and not overpowering.  All in all, this is a simple rice that holds its own at the dinner table.<br /><br />This product contains wheat."
163714,163715,B002ZJTX16,A13E0ARAXI6KJW,Ed Uyeshima,0,0,4,1204502400,"Chocolate Wafers in an Identity Crisis as Oreos...But If Deception Helps Monitor Calories, Why Not?","I hate to admit I miss the lard. I was the one in your 4th-grade class who unscrewed the Oreo, ate all the white middle, licked the wafers clean and then ate the hardened chocolate wafers. That's the image I have of this cookie. Even Barbra Streisand coyly named her singing trio at the beginning of <a href=""http://www.amazon.com/gp/product/B000AYEL1A"">A Star Is Born</a> the Oreos because she had two back-up singers who were black. That's why the idea of an Oreo Thin Crisp is rather lost on me.<br /><br />It is a single, nickel-sized baked chocolate wafer that more resembles a bleached Wheat Thin than the original Oreo. It does have some dusting of a white fructose sprinkle as perhaps a nostalgic tribute. Don't get me wrong, as the Oreo Thin Crisps are perfectly fine as low-calorie chocolate wafer alternatives go. They simply lack the lip-smacking satisfaction of a disassembled Oreo digested in pieces. The whole point of the 0.81-ounce bag of wafers is to tout that they are ""100 Calorie Packs"", a fine idea for Weight Watchers advocates and the rest of us who should be watching our weight. It's just that I don't feel very satisfied after finishing just one pack."
400032,400033,B002IEVJRY,A7PCBZV90G5U7,LaLoren,0,0,4,1332633600,Tasty for the number of calories,"Ever since Cappucino Coolers mix became difficult to come by, I've been looking for an afternoon coffee drink I didn't have to brew. They were easy to mix, tasty, and by mixing  the powder with low fat or skimmed milk I saved calories. Frappucinos are  delicious, of course, but high in calories. Double Shots are lower in calories but not sweet enough for me. illy issimo is just as tasty as a Frappucino but weighs in at just 100 calories. And it beats the coolers, that had to be mixed, by being easy to throw in a handbag or backpack. I think I've found my new afternoon drink."
453779,453780,B0027EL8BC,A2TXH9USC7L9FG,Sister T. Considine,0,0,5,1339632000,Yummy!,"These are delicious California dates from Thermo, CA.  These are the very best of dates, smaller and sweeter and a good snack or petite dessert."
37894,37895,B000F6SNPS,AEX7J6TB89OZ8,Sarah,0,1,5,1295136000,My husband LOVES this tea,"I bought this for my husband for Christmas because I already knew that he loves it so much. He's always amazed that the caffeine free version of this tea has no actual tea in it but tastes the same as the regular Good Earth tea. My only disappointment was that when this arrived at our house, it came in a box that said Good Earth ALL OVER IT! It ruined the surprise of his Christmas present but not his enjoyment of the tea I suppose!"
374897,374898,B0018CFN92,A19YPE8M0WAWXF,S. Stover,0,0,5,1322956800,High quality dog food for small dogs,"Both of our older dogs health problems improved once we started feeding them this high quality dog food!  The ingredients are superior to the popular, cheaper, store-bought brands that have been around for years, but our dog's health is so worth it!"
144392,144393,B001TNXSZG,A2PUQ5RJTU03SA,"Beelissa ""beelissa""",11,14,3,1307059200,read a newb's opinion,"This is the first kind of yerba mate I ever purchased. I bought it at my grocery store, in the organic section. I didn't know what to expect. It is green and the size of the particles varies greatly. Some of it is actually a powder, and it sometimes seeps out of the infuser as you're brewing it. There are pieces of stem and the leaves are not cut to a uniform size.<br /><br />When you brew it, you need an infuser with a very fine mesh, and you can't submerge the infuser since stuff will leak out where it closes. You want a cylindrical infuser that opens at the top, and make sure the top of the infuser is not submerged. Don't try one of those round ones that closes like 2 halves of an egg, unless you want particles in your drink. There are special gourd things you're supposed to use, but I haven't tried those.<br /><br />Find a good place to let the infuser drain. It will leave a dark green stain on whatever it sits on while it drains. This stain will probably wash out, but you need to watch out for it. If you spill any of the powdery particles of th dry mix, and then if they get wet, they will make the same kind of stain.<br /><br />Having said all of this, I liked the taste and I used up two 16 oz. packages of this in just a short while. I looked around for a cheaper option and tried another brand."
12630,12631,B0018Z5V7I,AVJJ2D4G5I0Z4,"Michael A. Behr ""mabehr""",7,8,5,1249257600,"Great for ""catkins"" diet","We started buying 100% meat diets on our vet's recommendation for getting our big fatty to lose weight on a ""catkins"" diet.  Cats are obligate carnivores, so feeding them other foods that contain rice, or lots of vegetables, really isn't in line with how their bodies have evolved.  The vet recommended Before Grain and Wysong, but my cats very clearly told me they like Before Grain much better.  They lap it up, have become a healthier weight (the fat one lost, the small one gained), and have had no tummy problems ever since they switched off Friskies and onto this!<br /><br />My understanding is that cats do need a few vitamins, since they do get some semi-digested vegetables from the guts of their prey.  We mix in some Wysong ""Call of the Wild"" into the meat.<br /><br />Surprisingly, they love quail.  Far more than chicken, and a bit more than turkey.  My understanding is that cats naturally eat small fowl and rodents, so quail is actually the closest to what they actually eat in the wild."
188963,188964,B001E0TBA0,AYNIT5FYOCH30,Benjamin M Dotte,7,7,3,1328832000,Wish I could take this,"I have a lot of trouble getting to sleep at night, and I have suffered from migraines for most of my life. This product seemed like the perfect solution to both problems.<br /><br />For the sleep issue, I have never found anything that even comes close. I actually fell asleep, shortly after going to bed, with ease. This was really an incredible change for the better.<br /><br />Unfortunately, I discovered that my migraines got worse when I was taking this. Not just a little bit worse, MUCH worse. It was as if the worst part of the migraine got extended much longer than normal. It was to the point that I had to be driven home from work and ended up in the ER in one case while I was taking this (the normal dose recommended on the label). This was the first and only time I have ever been to the ER for a migraine in 20+ years of getting migraines.<br /><br />Even after that incident I really wanted to continue at least with a small dose before bed. I tried this on and off for several weeks, but unfortunately it consistently aggravated my headaches the next day anytime I took it.<br /><br />I've noticed other forms of Magnesium also cause headache issues for me, which is odd since it is supposed to help prevent them. So, hopefully this reaction is fairly individual to me. But the lack of much of any negative reviews for this product compelled me to write a review. Evidently, not everybody reacts well to it (but I do really, really wish I could take it for the sleep benefit.)"
309376,309377,B004CH8342,A1LWLSBB15W9KW,Bar,0,0,5,1349395200,Granddaughter's favorite,"I rated these 5 stars because my granddaughter loves them.  There were not delivered in a box as shown.  Please be sure to read disclaimer whenever you order this product.  Thought they would be in a nice box for a gift my granddaughter's 20th Birthday.  So I was disappointed but she will still enjoy them.  I'll be more careful in the future when ordering for a gift(you live and learn).  They were,however, delivered really fast."
550996,550997,B000EMPNCE,A3ICXA05108QHJ,Judy Tomlin,0,0,5,1256947200,Hot Cocoa,This is the best fatfree cocoa! I have had the other's and this is the best tasting one out there for the calories! I recommend it to anyone who is on a restricted diet or is just watching calories.
509429,509430,B001397WYE,A1881LQMVGSCQ2,JuneG,0,0,2,1346025600,8 out of the 12 cans were seriously dented,"I did not post this under packaging review, because the order arrived fully sealed, no markings or damage to the outside box, but 8 out of the 12 cans were severly dented, so I had to assume they had been packaged that way.  They were even hard to open with the can opener.  I will still get my subscribed monthly order, but if it happens again I will probably cancel it.  I have no problems with the quality of the product, just very dissatisfied with the way it was mailed."
